# x y z r g b
-4 4 -6 200 105 85
-3 4 -6 200 105 85
-2 4 -6 200 105 85
-1 4 -6 200 105 85
0 4 -6 200 105 85
1 4 -6 200 105 85
2 4 -6 200 105 85
3 4 -6 200 105 85
4 4 -6 200 105 85
5 4 -6 200 105 85
6 4 -6 200 105 85
7 4 -6 242 205 170
8 4 -6 242 205 170
9 4 -6 242 205 170
-9 5 -6 242 205 170
-8 5 -6 242 205 170
-7 5 -6 242 205 170
-6 5 -6 242 205 170
-5 5 -6 200 105 85
-4 5 -6 200 105 85
-3 5 -6 200 105 85
-2 5 -6 200 105 85
-1 5 -6 200 105 85
0 5 -6 200 105 85
1 5 -6 200 105 85
2 5 -6 200 105 85
3 5 -6 200 105 85
4 5 -6 200 105 85
5 5 -6 200 105 85
6 5 -6 242 205 170
7 5 -6 242 205 170
8 5 -6 242 205 170
9 5 -6 242 205 170
-8 6 -6 242 205 170
-7 6 -6 242 205 170
-6 6 -6 242 205 170
-5 6 -6 200 105 85
-4 6 -6 200 105 85
-3 6 -6 200 105 85
-2 6 -6 200 105 85
-1 6 -6 200 105 85
0 6 -6 200 105 85
1 6 -6 200 105 85
2 6 -6 200 105 85
3 6 -6 200 105 85
4 6 -6 200 105 85
5 6 -6 200 105 85
6 6 -6 242 205 170
7 6 -6 242 205 170
8 6 -6 242 205 170
-8 7 -6 242 205 170
-7 7 -6 242 205 170
-6 7 -6 242 205 170
-5 7 -6 242 205 170
-4 7 -6 200 105 85
-3 7 -6 200 105 85
-2 7 -6 200 105 85
-1 7 -6 200 105 85
0 7 -6 200 105 85
1 7 -6 200 105 85
2 7 -6 200 105 85
3 7 -6 200 105 85
4 7 -6 200 105 85
5 7 -6 242 205 170
6 7 -6 242 205 170
7 7 -6 242 205 170
8 7 -6 242 205 170
-7 8 -6 75 45 35
-6 8 -6 75 45 35
-5 8 -6 75 45 35
-4 8 -6 75 45 35
-3 8 -6 75 45 35
-2 8 -6 200 105 85
-1 8 -6 200 105 85
0 8 -6 200 105 85
1 8 -6 200 105 85
2 8 -6 200 105 85
3 8 -6 75 45 35
4 8 -6 75 45 35
5 8 -6 75 45 35
6 8 -6 75 45 35
7 8 -6 75 45 35
-6 9 -6 75 45 35
-5 9 -6 75 45 35
-4 9 -6 75 45 35
-3 9 -6 75 45 35
-2 9 -6 75 45 35
-1 9 -6 75 45 35
0 9 -6 75 45 35
1 9 -6 75 45 35
2 9 -6 75 45 35
3 9 -6 75 45 35
4 9 -6 75 45 35
5 9 -6 75 45 35
6 9 -6 75 45 35
-5 10 -6 75 45 35
-4 10 -6 75 45 35
-3 10 -6 75 45 35
-2 10 -6 75 45 35
-1 10 -6 75 45 35
0 10 -6 75 45 35
1 10 -6 75 45 35
2 10 -6 75 45 35
3 10 -6 75 45 35
4 10 -6 75 45 35
5 10 -6 75 45 35
-3 11 -6 75 45 35
-2 11 -6 75 45 35
-1 11 -6 75 45 35
0 11 -6 75 45 35
1 11 -6 75 45 35
2 11 -6 75 45 35
3 11 -6 75 45 35
-3 -12 -5 205 145 120
-2 -12 -5 205 145 120
-1 -12 -5 205 145 120
0 -12 -5 205 145 120
1 -12 -5 205 145 120
2 -12 -5 205 145 120
3 -12 -5 205 145 120
-5 -11 -5 205 145 120
-4 -11 -5 205 145 120
-3 -11 -5 205 145 120
-2 -11 -5 205 145 120
-1 -11 -5 205 145 120
0 -11 -5 205 145 120
1 -11 -5 205 145 120
2 -11 -5 205 145 120
3 -11 -5 205 145 120
4 -11 -5 205 145 120
5 -11 -5 205 145 120
-6 -10 -5 205 145 120
-5 -10 -5 205 145 120
-4 -10 -5 205 145 120
-3 -10 -5 205 145 120
-2 -10 -5 205 145 120
-1 -10 -5 205 145 120
0 -10 -5 205 145 120
1 -10 -5 205 145 120
2 -10 -5 205 145 120
3 -10 -5 205 145 120
4 -10 -5 205 145 120
5 -10 -5 205 145 120
6 -10 -5 205 145 120
-7 -9 -5 205 145 120
-6 -9 -5 205 145 120
-5 -9 -5 205 145 120
-4 -9 -5 205 145 120
-3 -9 -5 205 145 120
-2 -9 -5 200 105 85
-1 -9 -5 200 105 85
0 -9 -5 200 105 85
1 -9 -5 200 105 85
2 -9 -5 200 105 85
3 -9 -5 205 145 120
4 -9 -5 205 145 120
5 -9 -5 205 145 120
6 -9 -5 205 145 120
7 -9 -5 205 145 120
-8 -8 -5 205 145 120
-7 -8 -5 205 145 120
-6 -8 -5 205 145 120
-5 -8 -5 205 145 120
-4 -8 -5 200 105 85
-3 -8 -5 200 105 85
-2 -8 -5 200 105 85
-1 -8 -5 200 105 85
0 -8 -5 200 105 85
1 -8 -5 200 105 85
2 -8 -5 200 105 85
3 -8 -5 200 105 85
4 -8 -5 200 105 85
5 -8 -5 205 145 120
6 -8 -5 205 145 120
7 -8 -5 205 145 120
8 -8 -5 205 145 120
-9 -7 -5 205 145 120
-8 -7 -5 205 145 120
-7 -7 -5 205 145 120
-6 -7 -5 205 145 120
-5 -7 -5 200 105 85
-4 -7 -5 200 105 85
-3 -7 -5 200 105 85
-2 -7 -5 200 105 85
-1 -7 -5 200 105 85
0 -7 -5 200 105 85
1 -7 -5 200 105 85
2 -7 -5 200 105 85
3 -7 -5 200 105 85
4 -7 -5 200 105 85
5 -7 -5 200 105 85
6 -7 -5 205 145 120
7 -7 -5 205 145 120
8 -7 -5 205 145 120
9 -7 -5 205 145 120
-9 -6 -5 242 205 170
-8 -6 -5 242 205 170
-7 -6 -5 242 205 170
-6 -6 -5 200 105 85
-5 -6 -5 200 105 85
-4 -6 -5 200 105 85
-3 -6 -5 200 105 85
-2 -6 -5 200 105 85
-1 -6 -5 200 105 85
0 -6 -5 200 105 85
1 -6 -5 200 105 85
2 -6 -5 200 105 85
3 -6 -5 200 105 85
4 -6 -5 200 105 85
5 -6 -5 200 105 85
6 -6 -5 200 105 85
7 -6 -5 242 205 170
8 -6 -5 242 205 170
9 -6 -5 242 205 170
-10 -5 -5 242 205 170
-9 -5 -5 242 205 170
-8 -5 -5 242 205 170
-7 -5 -5 200 105 85
-6 -5 -5 200 105 85
-5 -5 -5 200 105 85
-4 -5 -5 200 105 85
-3 -5 -5 200 105 85
-2 -5 -5 200 105 85
-1 -5 -5 200 105 85
0 -5 -5 200 105 85
1 -5 -5 200 105 85
2 -5 -5 200 105 85
3 -5 -5 200 105 85
4 -5 -5 200 105 85
5 -5 -5 200 105 85
6 -5 -5 200 105 85
7 -5 -5 200 105 85
8 -5 -5 242 205 170
9 -5 -5 242 205 170
10 -5 -5 242 205 170
-10 -4 -5 242 205 170
-9 -4 -5 242 205 170
-8 -4 -5 242 205 170
-7 -4 -5 200 105 85
-6 -4 -5 200 105 85
-5 -4 -5 200 105 85
-4 -4 -5 200 105 85
-3 -4 -5 200 105 85
-2 -4 -5 200 105 85
-1 -4 -5 200 105 85
0 -4 -5 200 105 85
1 -4 -5 200 105 85
2 -4 -5 200 105 85
3 -4 -5 200 105 85
4 -4 -5 200 105 85
5 -4 -5 200 105 85
6 -4 -5 200 105 85
7 -4 -5 200 105 85
8 -4 -5 242 205 170
9 -4 -5 242 205 170
10 -4 -5 242 205 170
-10 -3 -5 242 205 170
-9 -3 -5 242 205 170
-8 -3 -5 200 105 85
-7 -3 -5 200 105 85
-6 -3 -5 200 105 85
-5 -3 -5 200 105 85
-4 -3 -5 200 105 85
-3 -3 -5 200 105 85
-2 -3 -5 200 105 85
-1 -3 -5 200 105 85
0 -3 -5 200 105 85
1 -3 -5 200 105 85
2 -3 -5 200 105 85
3 -3 -5 200 105 85
4 -3 -5 200 105 85
5 -3 -5 200 105 85
6 -3 -5 200 105 85
7 -3 -5 200 105 85
8 -3 -5 200 105 85
9 -3 -5 242 205 170
10 -3 -5 242 205 170
-11 -2 -5 230 180 150
-10 -2 -5 230 180 150
-9 -2 -5 242 205 170
-8 -2 -5 200 105 85
-7 -2 -5 200 105 85
-6 -2 -5 200 105 85
-5 -2 -5 200 105 85
-4 -2 -5 200 105 85
-3 -2 -5 200 105 85
-2 -2 -5 200 105 85
-1 -2 -5 200 105 85
0 -2 -5 200 105 85
1 -2 -5 200 105 85
2 -2 -5 200 105 85
3 -2 -5 200 105 85
4 -2 -5 200 105 85
5 -2 -5 200 105 85
6 -2 -5 200 105 85
7 -2 -5 200 105 85
8 -2 -5 200 105 85
9 -2 -5 242 205 170
10 -2 -5 230 180 150
11 -2 -5 230 180 150
-11 -1 -5 230 180 150
-10 -1 -5 230 180 150
-9 -1 -5 242 205 170
-8 -1 -5 200 105 85
-7 -1 -5 200 105 85
-6 -1 -5 200 105 85
-5 -1 -5 200 105 85
-4 -1 -5 200 105 85
-3 -1 -5 200 105 85
-2 -1 -5 200 105 85
-1 -1 -5 200 105 85
0 -1 -5 200 105 85
1 -1 -5 200 105 85
2 -1 -5 200 105 85
3 -1 -5 200 105 85
4 -1 -5 200 105 85
5 -1 -5 200 105 85
6 -1 -5 200 105 85
7 -1 -5 200 105 85
8 -1 -5 200 105 85
9 -1 -5 242 205 170
10 -1 -5 230 180 150
11 -1 -5 230 180 150
-11 0 -5 230 180 150
-10 0 -5 230 180 150
-9 0 -5 242 205 170
-8 0 -5 200 105 85
-7 0 -5 200 105 85
-6 0 -5 200 105 85
-5 0 -5 200 105 85
-4 0 -5 200 105 85
-3 0 -5 200 105 85
-2 0 -5 200 105 85
-1 0 -5 200 105 85
0 0 -5 200 105 85
1 0 -5 200 105 85
2 0 -5 200 105 85
3 0 -5 200 105 85
4 0 -5 200 105 85
5 0 -5 200 105 85
6 0 -5 200 105 85
7 0 -5 200 105 85
8 0 -5 200 105 85
9 0 -5 242 205 170
10 0 -5 230 180 150
11 0 -5 230 180 150
-11 1 -5 230 180 150
-10 1 -5 230 180 150
-9 1 -5 242 205 170
-8 1 -5 200 105 85
-7 1 -5 200 105 85
-6 1 -5 200 105 85
-5 1 -5 200 105 85
-4 1 -5 200 105 85
-3 1 -5 200 105 85
-2 1 -5 200 105 85
-1 1 -5 200 105 85
0 1 -5 200 105 85
1 1 -5 200 105 85
2 1 -5 200 105 85
3 1 -5 200 105 85
4 1 -5 200 105 85
5 1 -5 200 105 85
6 1 -5 200 105 85
7 1 -5 200 105 85
8 1 -5 200 105 85
9 1 -5 242 205 170
10 1 -5 230 180 150
11 1 -5 230 180 150
-11 2 -5 230 180 150
-10 2 -5 230 180 150
-9 2 -5 242 205 170
-8 2 -5 200 105 85
-7 2 -5 200 105 85
-6 2 -5 200 105 85
-5 2 -5 200 105 85
-4 2 -5 200 105 85
-3 2 -5 200 105 85
-2 2 -5 200 105 85
-1 2 -5 200 105 85
0 2 -5 200 105 85
1 2 -5 200 105 85
2 2 -5 200 105 85
3 2 -5 200 105 85
4 2 -5 200 105 85
5 2 -5 200 105 85
6 2 -5 200 105 85
7 2 -5 200 105 85
8 2 -5 200 105 85
9 2 -5 242 205 170
10 2 -5 230 180 150
11 2 -5 230 180 150
-10 3 -5 230 180 150
-9 3 -5 242 205 170
-8 3 -5 200 105 85
-7 3 -5 200 105 85
-6 3 -5 200 105 85
-5 3 -5 200 105 85
-4 3 -5 200 105 85
-3 3 -5 200 105 85
-2 3 -5 200 105 85
-1 3 -5 200 105 85
0 3 -5 200 105 85
1 3 -5 200 105 85
2 3 -5 200 105 85
3 3 -5 200 105 85
4 3 -5 200 105 85
5 3 -5 200 105 85
6 3 -5 200 105 85
7 3 -5 200 105 85
8 3 -5 200 105 85
9 3 -5 242 205 170
10 3 -5 230 180 150
-10 4 -5 230 180 150
-9 4 -5 242 205 170
-8 4 -5 242 205 170
-7 4 -5 200 105 85
-6 4 -5 200 105 85
-5 4 -5 200 105 85
-4 4 -5 200 105 85
-3 4 -5 200 105 85
-2 4 -5 200 105 85
-1 4 -5 200 105 85
0 4 -5 200 105 85
1 4 -5 200 105 85
2 4 -5 200 105 85
3 4 -5 200 105 85
4 4 -5 200 105 85
5 4 -5 200 105 85
6 4 -5 200 105 85
7 4 -5 200 105 85
8 4 -5 242 205 170
9 4 -5 242 205 170
10 4 -5 230 180 150
-10 5 -5 230 180 150
-9 5 -5 242 205 170
-8 5 -5 242 205 170
-7 5 -5 200 105 85
-6 5 -5 200 105 85
-5 5 -5 200 105 85
-4 5 -5 200 105 85
-3 5 -5 200 105 85
-2 5 -5 200 105 85
-1 5 -5 200 105 85
0 5 -5 200 105 85
1 5 -5 200 105 85
2 5 -5 200 105 85
3 5 -5 200 105 85
4 5 -5 200 105 85
5 5 -5 200 105 85
6 5 -5 200 105 85
7 5 -5 200 105 85
8 5 -5 242 205 170
9 5 -5 242 205 170
10 5 -5 230 180 150
-9 6 -5 242 205 170
-8 6 -5 242 205 170
-7 6 -5 242 205 170
-6 6 -5 200 105 85
-5 6 -5 200 105 85
-4 6 -5 200 105 85
-3 6 -5 200 105 85
-2 6 -5 200 105 85
-1 6 -5 200 105 85
0 6 -5 200 105 85
1 6 -5 200 105 85
2 6 -5 200 105 85
3 6 -5 200 105 85
4 6 -5 200 105 85
5 6 -5 200 105 85
6 6 -5 200 105 85
7 6 -5 242 205 170
8 6 -5 242 205 170
9 6 -5 242 205 170
-9 7 -5 242 205 170
-8 7 -5 242 205 170
-7 7 -5 242 205 170
-6 7 -5 242 205 170
-5 7 -5 200 105 85
-4 7 -5 200 105 85
-3 7 -5 200 105 85
-2 7 -5 200 105 85
-1 7 -5 200 105 85
0 7 -5 200 105 85
1 7 -5 200 105 85
2 7 -5 200 105 85
3 7 -5 200 105 85
4 7 -5 200 105 85
5 7 -5 200 105 85
6 7 -5 242 205 170
7 7 -5 242 205 170
8 7 -5 242 205 170
9 7 -5 242 205 170
-8 8 -5 75 45 35
-7 8 -5 75 45 35
-6 8 -5 75 45 35
-5 8 -5 75 45 35
-4 8 -5 200 105 85
-3 8 -5 200 105 85
-2 8 -5 200 105 85
-1 8 -5 200 105 85
0 8 -5 200 105 85
1 8 -5 200 105 85
2 8 -5 200 105 85
3 8 -5 200 105 85
4 8 -5 200 105 85
5 8 -5 75 45 35
6 8 -5 75 45 35
7 8 -5 75 45 35
8 8 -5 75 45 35
-7 9 -5 75 45 35
-6 9 -5 75 45 35
-5 9 -5 75 45 35
-4 9 -5 75 45 35
-3 9 -5 75 45 35
-2 9 -5 200 105 85
-1 9 -5 200 105 85
0 9 -5 200 105 85
1 9 -5 200 105 85
2 9 -5 200 105 85
3 9 -5 75 45 35
4 9 -5 75 45 35
5 9 -5 75 45 35
6 9 -5 75 45 35
7 9 -5 75 45 35
-6 10 -5 75 45 35
-5 10 -5 75 45 35
-4 10 -5 75 45 35
-3 10 -5 75 45 35
-2 10 -5 75 45 35
-1 10 -5 75 45 35
0 10 -5 75 45 35
1 10 -5 75 45 35
2 10 -5 75 45 35
3 10 -5 75 45 35
4 10 -5 75 45 35
5 10 -5 75 45 35
6 10 -5 75 45 35
-5 11 -5 75 45 35
-4 11 -5 75 45 35
-3 11 -5 75 45 35
-2 11 -5 75 45 35
-1 11 -5 75 45 35
0 11 -5 75 45 35
1 11 -5 75 45 35
2 11 -5 75 45 35
3 11 -5 75 45 35
4 11 -5 75 45 35
5 11 -5 75 45 35
-3 12 -5 75 45 35
-2 12 -5 75 45 35
-1 12 -5 75 45 35
0 12 -5 75 45 35
1 12 -5 75 45 35
2 12 -5 75 45 35
3 12 -5 75 45 35
-2 -13 -4 205 145 120
-1 -13 -4 205 145 120
0 -13 -4 205 145 120
1 -13 -4 205 145 120
2 -13 -4 205 145 120
-5 -12 -4 205 145 120
-4 -12 -4 205 145 120
-3 -12 -4 205 145 120
-2 -12 -4 205 145 120
-1 -12 -4 205 145 120
0 -12 -4 205 145 120
1 -12 -4 205 145 120
2 -12 -4 205 145 120
3 -12 -4 205 145 120
4 -12 -4 205 145 120
5 -12 -4 205 145 120
-6 -11 -4 205 145 120
-5 -11 -4 205 145 120
-4 -11 -4 205 145 120
-3 -11 -4 205 145 120
-2 -11 -4 205 145 120
-1 -11 -4 205 145 120
0 -11 -4 205 145 120
1 -11 -4 205 145 120
2 -11 -4 205 145 120
3 -11 -4 205 145 120
4 -11 -4 205 145 120
5 -11 -4 205 145 120
6 -11 -4 205 145 120
-7 -10 -4 205 145 120
-6 -10 -4 205 145 120
-5 -10 -4 205 145 120
-4 -10 -4 205 145 120
-3 -10 -4 205 145 120
-2 -10 -4 200 105 85
-1 -10 -4 200 105 85
0 -10 -4 200 105 85
1 -10 -4 200 105 85
2 -10 -4 200 105 85
3 -10 -4 205 145 120
4 -10 -4 205 145 120
5 -10 -4 205 145 120
6 -10 -4 205 145 120
7 -10 -4 205 145 120
-8 -9 -4 205 145 120
-7 -9 -4 205 145 120
-6 -9 -4 205 145 120
-5 -9 -4 205 145 120
-4 -9 -4 200 105 85
-3 -9 -4 200 105 85
-2 -9 -4 200 105 85
-1 -9 -4 200 105 85
0 -9 -4 200 105 85
1 -9 -4 200 105 85
2 -9 -4 200 105 85
3 -9 -4 200 105 85
4 -9 -4 200 105 85
5 -9 -4 205 145 120
6 -9 -4 205 145 120
7 -9 -4 205 145 120
8 -9 -4 205 145 120
-9 -8 -4 205 145 120
-8 -8 -4 205 145 120
-7 -8 -4 205 145 120
-6 -8 -4 205 145 120
-5 -8 -4 200 105 85
-4 -8 -4 200 105 85
-3 -8 -4 200 105 85
-2 -8 -4 200 105 85
-1 -8 -4 200 105 85
0 -8 -4 200 105 85
1 -8 -4 200 105 85
2 -8 -4 200 105 85
3 -8 -4 200 105 85
4 -8 -4 200 105 85
5 -8 -4 200 105 85
6 -8 -4 205 145 120
7 -8 -4 205 145 120
8 -8 -4 205 145 120
9 -8 -4 205 145 120
-10 -7 -4 205 145 120
-9 -7 -4 205 145 120
-8 -7 -4 205 145 120
-7 -7 -4 205 145 120
-6 -7 -4 200 105 85
-5 -7 -4 200 105 85
-4 -7 -4 200 105 85
-3 -7 -4 200 105 85
-2 -7 -4 200 105 85
-1 -7 -4 200 105 85
0 -7 -4 200 105 85
1 -7 -4 200 105 85
2 -7 -4 200 105 85
3 -7 -4 200 105 85
4 -7 -4 200 105 85
5 -7 -4 200 105 85
6 -7 -4 200 105 85
7 -7 -4 205 145 120
8 -7 -4 205 145 120
9 -7 -4 205 145 120
10 -7 -4 205 145 120
-10 -6 -4 242 205 170
-9 -6 -4 242 205 170
-8 -6 -4 242 205 170
-7 -6 -4 200 105 85
-6 -6 -4 200 105 85
-5 -6 -4 200 105 85
-4 -6 -4 200 105 85
-3 -6 -4 200 105 85
-2 -6 -4 200 105 85
-1 -6 -4 200 105 85
0 -6 -4 200 105 85
1 -6 -4 200 105 85
2 -6 -4 200 105 85
3 -6 -4 200 105 85
4 -6 -4 200 105 85
5 -6 -4 200 105 85
6 -6 -4 200 105 85
7 -6 -4 200 105 85
8 -6 -4 242 205 170
9 -6 -4 242 205 170
10 -6 -4 242 205 170
-10 -5 -4 242 205 170
-9 -5 -4 242 205 170
-8 -5 -4 200 105 85
-7 -5 -4 200 105 85
-6 -5 -4 200 105 85
-5 -5 -4 200 105 85
-4 -5 -4 200 105 85
-3 -5 -4 200 105 85
-2 -5 -4 200 105 85
-1 -5 -4 200 105 85
0 -5 -4 200 105 85
1 -5 -4 200 105 85
2 -5 -4 200 105 85
3 -5 -4 200 105 85
4 -5 -4 200 105 85
5 -5 -4 200 105 85
6 -5 -4 200 105 85
7 -5 -4 200 105 85
8 -5 -4 200 105 85
9 -5 -4 242 205 170
10 -5 -4 242 205 170
-11 -4 -4 242 205 170
-10 -4 -4 242 205 170
-9 -4 -4 242 205 170
-8 -4 -4 200 105 85
-7 -4 -4 200 105 85
-6 -4 -4 200 105 85
-5 -4 -4 200 105 85
-4 -4 -4 200 105 85
-3 -4 -4 200 105 85
-2 -4 -4 200 105 85
-1 -4 -4 200 105 85
0 -4 -4 200 105 85
1 -4 -4 200 105 85
2 -4 -4 200 105 85
3 -4 -4 200 105 85
4 -4 -4 200 105 85
5 -4 -4 200 105 85
6 -4 -4 200 105 85
7 -4 -4 200 105 85
8 -4 -4 200 105 85
9 -4 -4 242 205 170
10 -4 -4 242 205 170
11 -4 -4 242 205 170
-11 -3 -4 242 205 170
-10 -3 -4 242 205 170
-9 -3 -4 242 205 170
-8 -3 -4 200 105 85
-7 -3 -4 200 105 85
-6 -3 -4 200 105 85
-5 -3 -4 200 105 85
-4 -3 -4 200 105 85
-3 -3 -4 200 105 85
-2 -3 -4 200 105 85
-1 -3 -4 200 105 85
0 -3 -4 200 105 85
1 -3 -4 200 105 85
2 -3 -4 200 105 85
3 -3 -4 200 105 85
4 -3 -4 200 105 85
5 -3 -4 200 105 85
6 -3 -4 200 105 85
7 -3 -4 200 105 85
8 -3 -4 200 105 85
9 -3 -4 242 205 170
10 -3 -4 242 205 170
11 -3 -4 242 205 170
-11 -2 -4 230 180 150
-10 -2 -4 230 180 150
-9 -2 -4 200 105 85
-8 -2 -4 200 105 85
-7 -2 -4 200 105 85
-6 -2 -4 200 105 85
-5 -2 -4 200 105 85
-4 -2 -4 200 105 85
-3 -2 -4 200 105 85
-2 -2 -4 200 105 85
-1 -2 -4 200 105 85
0 -2 -4 200 105 85
1 -2 -4 200 105 85
2 -2 -4 200 105 85
3 -2 -4 200 105 85
4 -2 -4 200 105 85
5 -2 -4 200 105 85
6 -2 -4 200 105 85
7 -2 -4 200 105 85
8 -2 -4 200 105 85
9 -2 -4 200 105 85
10 -2 -4 230 180 150
11 -2 -4 230 180 150
-11 -1 -4 230 180 150
-10 -1 -4 230 180 150
-9 -1 -4 200 105 85
-8 -1 -4 200 105 85
-7 -1 -4 200 105 85
-6 -1 -4 200 105 85
-5 -1 -4 200 105 85
-4 -1 -4 200 105 85
-3 -1 -4 200 105 85
-2 -1 -4 200 105 85
-1 -1 -4 200 105 85
0 -1 -4 200 105 85
1 -1 -4 200 105 85
2 -1 -4 200 105 85
3 -1 -4 200 105 85
4 -1 -4 200 105 85
5 -1 -4 200 105 85
6 -1 -4 200 105 85
7 -1 -4 200 105 85
8 -1 -4 200 105 85
9 -1 -4 200 105 85
10 -1 -4 230 180 150
11 -1 -4 230 180 150
-11 0 -4 230 180 150
-10 0 -4 230 180 150
-9 0 -4 200 105 85
-8 0 -4 200 105 85
-7 0 -4 200 105 85
-6 0 -4 200 105 85
-5 0 -4 200 105 85
-4 0 -4 200 105 85
-3 0 -4 200 105 85
-2 0 -4 200 105 85
-1 0 -4 170 170 170
0 0 -4 171 171 171
1 0 -4 170 170 170
2 0 -4 200 105 85
3 0 -4 200 105 85
4 0 -4 200 105 85
5 0 -4 200 105 85
6 0 -4 200 105 85
7 0 -4 200 105 85
8 0 -4 200 105 85
9 0 -4 200 105 85
10 0 -4 230 180 150
11 0 -4 230 180 150
-11 1 -4 230 180 150
-10 1 -4 230 180 150
-9 1 -4 200 105 85
-8 1 -4 200 105 85
-7 1 -4 200 105 85
-6 1 -4 200 105 85
-5 1 -4 200 105 85
-4 1 -4 200 105 85
-3 1 -4 200 105 85
-2 1 -4 200 105 85
-1 1 -4 172 172 172
0 1 -4 173 173 173
1 1 -4 172 172 172
2 1 -4 200 105 85
3 1 -4 200 105 85
4 1 -4 200 105 85
5 1 -4 200 105 85
6 1 -4 200 105 85
7 1 -4 200 105 85
8 1 -4 200 105 85
9 1 -4 200 105 85
10 1 -4 230 180 150
11 1 -4 230 180 150
-11 2 -4 230 180 150
-10 2 -4 230 180 150
-9 2 -4 200 105 85
-8 2 -4 200 105 85
-7 2 -4 200 105 85
-6 2 -4 200 105 85
-5 2 -4 200 105 85
-4 2 -4 200 105 85
-3 2 -4 200 105 85
-2 2 -4 200 105 85
-1 2 -4 172 172 172
0 2 -4 173 173 173
1 2 -4 172 172 172
2 2 -4 200 105 85
3 2 -4 200 105 85
4 2 -4 200 105 85
5 2 -4 200 105 85
6 2 -4 200 105 85
7 2 -4 200 105 85
8 2 -4 200 105 85
9 2 -4 200 105 85
10 2 -4 230 180 150
11 2 -4 230 180 150
-11 3 -4 230 180 150
-10 3 -4 230 180 150
-9 3 -4 242 205 170
-8 3 -4 200 105 85
-7 3 -4 200 105 85
-6 3 -4 200 105 85
-5 3 -4 200 105 85
-4 3 -4 200 105 85
-3 3 -4 200 105 85
-2 3 -4 200 105 85
-1 3 -4 170 170 170
0 3 -4 171 171 171
1 3 -4 170 170 170
2 3 -4 200 105 85
3 3 -4 200 105 85
4 3 -4 200 105 85
5 3 -4 200 105 85
6 3 -4 200 105 85
7 3 -4 200 105 85
8 3 -4 200 105 85
9 3 -4 242 205 170
10 3 -4 230 180 150
11 3 -4 230 180 150
-11 4 -4 230 180 150
-10 4 -4 230 180 150
-9 4 -4 242 205 170
-8 4 -4 200 105 85
-7 4 -4 200 105 85
-6 4 -4 200 105 85
-5 4 -4 200 105 85
-4 4 -4 200 105 85
-3 4 -4 200 105 85
-2 4 -4 200 105 85
-1 4 -4 200 105 85
0 4 -4 200 105 85
1 4 -4 200 105 85
2 4 -4 200 105 85
3 4 -4 200 105 85
4 4 -4 200 105 85
5 4 -4 200 105 85
6 4 -4 200 105 85
7 4 -4 200 105 85
8 4 -4 200 105 85
9 4 -4 242 205 170
10 4 -4 230 180 150
11 4 -4 230 180 150
-10 5 -4 230 180 150
-9 5 -4 242 205 170
-8 5 -4 200 105 85
-7 5 -4 200 105 85
-6 5 -4 200 105 85
-5 5 -4 200 105 85
-4 5 -4 200 105 85
-3 5 -4 200 105 85
-2 5 -4 200 105 85
-1 5 -4 200 105 85
0 5 -4 200 105 85
1 5 -4 200 105 85
2 5 -4 200 105 85
3 5 -4 200 105 85
4 5 -4 200 105 85
5 5 -4 200 105 85
6 5 -4 200 105 85
7 5 -4 200 105 85
8 5 -4 200 105 85
9 5 -4 242 205 170
10 5 -4 230 180 150
-10 6 -4 242 205 170
-9 6 -4 242 205 170
-8 6 -4 242 205 170
-7 6 -4 200 105 85
-6 6 -4 200 105 85
-5 6 -4 200 105 85
-4 6 -4 200 105 85
-3 6 -4 200 105 85
-2 6 -4 200 105 85
-1 6 -4 200 105 85
0 6 -4 200 105 85
1 6 -4 200 105 85
2 6 -4 200 105 85
3 6 -4 200 105 85
4 6 -4 200 105 85
5 6 -4 200 105 85
6 6 -4 200 105 85
7 6 -4 200 105 85
8 6 -4 242 205 170
9 6 -4 242 205 170
10 6 -4 242 205 170
-10 7 -4 242 205 170
-9 7 -4 242 205 170
-8 7 -4 242 205 170
-7 7 -4 242 205 170
-6 7 -4 200 105 85
-5 7 -4 200 105 85
-4 7 -4 200 105 85
-3 7 -4 200 105 85
-2 7 -4 200 105 85
-1 7 -4 200 105 85
0 7 -4 200 105 85
1 7 -4 200 105 85
2 7 -4 200 105 85
3 7 -4 200 105 85
4 7 -4 200 105 85
5 7 -4 200 105 85
6 7 -4 200 105 85
7 7 -4 242 205 170
8 7 -4 242 205 170
9 7 -4 242 205 170
10 7 -4 242 205 170
-9 8 -4 75 45 35
-8 8 -4 75 45 35
-7 8 -4 75 45 35
-6 8 -4 75 45 35
-5 8 -4 200 105 85
-4 8 -4 200 105 85
-3 8 -4 200 105 85
-2 8 -4 200 105 85
-1 8 -4 200 105 85
0 8 -4 200 105 85
1 8 -4 200 105 85
2 8 -4 200 105 85
3 8 -4 200 105 85
4 8 -4 200 105 85
5 8 -4 200 105 85
6 8 -4 75 45 35
7 8 -4 75 45 35
8 8 -4 75 45 35
9 8 -4 75 45 35
-8 9 -4 75 45 35
-7 9 -4 75 45 35
-6 9 -4 75 45 35
-5 9 -4 75 45 35
-4 9 -4 200 105 85
-3 9 -4 200 105 85
-2 9 -4 200 105 85
-1 9 -4 200 105 85
0 9 -4 200 105 85
1 9 -4 200 105 85
2 9 -4 200 105 85
3 9 -4 200 105 85
4 9 -4 200 105 85
5 9 -4 75 45 35
6 9 -4 75 45 35
7 9 -4 75 45 35
8 9 -4 75 45 35
