# x y z r g b
-7 -13 0 230 230 150
-7 -13 1 230 230 150
-7 -13 2 190 210 80
-7 -12 -13 200 30 30
-7 -12 -12 200 30 30
-7 -12 -11 200 30 30
-7 -12 -6 180 210 230
-7 -12 -5 230 230 150
-7 -12 -4 230 230 150
-7 -12 -3 230 230 150
-7 -12 -2 80 50 20
-7 -12 -1 230 230 150
-7 -12 0 230 230 150
-7 -12 1 230 230 150
-7 -12 2 190 210 80
-7 -12 3 180 210 230
-7 -12 4 180 210 230
-7 -12 5 180 210 230
-7 -12 6 180 210 230
-7 -11 -13 200 30 30
-7 -11 -12 200 30 30
-7 -11 -11 200 30 30
-7 -11 -8 180 210 230
-7 -11 -7 180 210 230
-7 -11 -6 180 210 230
-7 -11 -5 230 230 150
-7 -11 -4 230 230 150
-7 -11 -3 230 230 150
-7 -11 -2 230 230 150
-7 -11 -1 230 230 150
-7 -11 0 230 230 150
-7 -11 1 230 230 150
-7 -11 2 190 210 80
-7 -11 5 180 210 230
-7 -11 6 180 210 230
-7 -11 7 180 210 230
-7 -11 8 180 210 230
-7 -10 -13 200 30 30
-7 -10 -12 200 30 30
-7 -10 -11 200 30 30
-7 -10 -10 180 210 230
-7 -10 -9 180 210 230
-7 -10 -8 180 210 230
-7 -10 -5 230 230 150
-7 -10 -4 230 230 150
-7 -10 -3 230 230 150
-7 -10 -2 230 230 150
-7 -10 -1 230 230 150
-7 -10 0 230 230 150
-7 -10 1 230 230 150
-7 -10 2 190 210 80
-7 -10 8 180 210 230
-7 -10 9 180 210 230
-7 -10 10 180 210 230
-7 -10 11 180 210 230
-7 -9 -13 180 210 230
-7 -9 -12 180 210 230
-7 -9 -11 180 210 230
-7 -9 -5 190 210 80
-7 -9 -4 230 230 150
-7 -9 -3 230 230 150
-7 -9 -2 230 230 150
-7 -9 -1 230 230 150
-7 -9 0 230 230 150
-7 -9 1 190 210 80
-7 -9 11 180 210 230
-7 -9 12 180 210 230
-7 -9 13 180 210 230
-7 -8 -16 180 210 230
-7 -8 -15 180 210 230
-7 -8 -14 180 210 230
-7 -8 -13 180 210 230
-7 -8 -5 190 210 80
-7 -8 -4 190 210 80
-7 -8 -3 230 230 150
-7 -8 -2 230 230 150
-7 -8 -1 230 230 150
-7 -8 0 190 210 80
-7 -8 1 190 210 80
-7 -8 13 180 210 230
-7 -8 14 180 210 230
-7 -8 15 180 210 230
-7 -8 16 180 210 230
-7 -7 -18 180 210 230
-7 -7 -17 180 210 230
-7 -7 -16 180 210 230
-7 -7 -3 190 210 80
-7 -7 -2 190 210 80
-7 -7 -1 190 210 80
-7 -7 16 180 210 230
-7 -7 17 180 210 230
-7 -7 18 180 210 230
-7 -6 -20 180 210 230
-7 -6 -19 180 210 230
-7 -6 -18 180 210 230
-7 -6 18 180 210 230
-7 -6 19 180 210 230
-7 -6 20 180 210 230
-6 -16 -4 190 210 80
-6 -16 -3 190 210 80
-6 -16 -2 190 210 80
-6 -16 -1 190 210 80
-6 -16 0 190 210 80
-6 -15 -5 190 210 80
-6 -15 -4 190 210 80
-6 -15 -3 230 230 150
-6 -15 -2 230 230 150
-6 -15 -1 230 230 150
-6 -15 0 190 210 80
-6 -15 1 190 210 80
-6 -14 -5 190 210 80
-6 -14 -4 230 230 150
-6 -14 -3 230 230 150
-6 -14 -2 230 230 150
-6 -14 -1 230 230 150
-6 -14 0 230 230 150
-6 -14 1 190 210 80
-6 -13 -13 200 30 30
-6 -13 -12 200 30 30
-6 -13 -11 200 30 30
-6 -13 -5 190 210 80
-6 -13 -4 230 230 150
-6 -13 -3 230 230 150
-6 -13 -2 230 230 150
-6 -13 -1 230 230 150
-6 -13 0 230 230 150
-6 -13 1 190 210 80
-6 -13 2 180 210 230
-6 -13 3 180 210 230
-6 -12 -14 200 30 30
-6 -12 -13 180 10 10
-6 -12 -12 180 10 10
-6 -12 -11 180 10 10
-6 -12 -10 200 30 30
-6 -12 -7 180 210 230
-6 -12 -6 180 210 230
-6 -12 -5 230 230 150
-6 -12 -4 230 230 150
-6 -12 -3 230 230 150
-6 -12 -2 230 230 150
-6 -12 -1 230 230 150
-6 -12 0 230 230 150
-6 -12 1 230 230 150
-6 -12 2 190 210 80
-6 -12 3 180 210 230
-6 -12 4 180 210 230
-6 -12 5 180 210 230
-6 -12 6 180 210 230
-6 -12 7 180 210 230
-6 -11 -14 200 30 30
-6 -11 -13 180 10 10
-6 -11 -12 120 70 40
-6 -11 -11 180 10 10
-6 -11 -10 200 30 30
-6 -11 -9 180 210 230
-6 -11 -8 180 210 230
-6 -11 -7 180 210 230
-6 -11 -6 180 210 230
-6 -11 -5 190 210 80
-6 -11 -4 230 230 150
-6 -11 -3 230 230 150
-6 -11 -2 230 230 150
-6 -11 -1 230 230 150
-6 -11 0 230 230 150
-6 -11 1 190 210 80
-6 -11 6 180 210 230
-6 -11 7 180 210 230
-6 -11 8 180 210 230
-6 -11 9 180 210 230
-6 -10 -14 200 30 30
-6 -10 -13 180 10 10
-6 -10 -12 180 10 10
-6 -10 -11 180 10 10
-6 -10 -10 200 30 30
-6 -10 -9 180 210 230
-6 -10 -5 190 210 80
-6 -10 -4 230 230 150
-6 -10 -3 230 230 150
-6 -10 -2 230 230 150
-6 -10 -1 230 230 150
-6 -10 0 230 230 150
-6 -10 1 190 210 80
-6 -10 9 180 210 230
-6 -10 10 180 210 230
-6 -10 11 180 210 230
-6 -10 12 180 210 230
-6 -9 -14 180 210 230
-6 -9 -13 200 30 30
-6 -9 -12 200 30 30
-6 -9 -11 200 30 30
-6 -9 -5 190 210 80
-6 -9 -4 190 210 80
-6 -9 -3 230 230 150
-6 -9 -2 230 230 150
-6 -9 -1 230 230 150
-6 -9 0 190 210 80
-6 -9 1 190 210 80
-6 -9 12 180 210 230
-6 -9 13 180 210 230
-6 -9 14 180 210 230
-6 -8 -16 180 210 230
-6 -8 -15 180 210 230
-6 -8 -14 180 210 230
-6 -8 -4 190 210 80
-6 -8 -3 190 210 80
-6 -8 -2 190 210 80
-6 -8 -1 190 210 80
-6 -8 0 190 210 80
-6 -8 14 180 210 230
-6 -8 15 180 210 230
-6 -8 16 180 210 230
-6 -7 -18 180 210 230
-6 -7 -17 180 210 230
-6 -7 -16 180 210 230
-6 -7 16 180 210 230
-6 -7 17 180 210 230
-6 -7 18 180 210 230
-6 -6 -21 180 210 230
-6 -6 -20 180 210 230
-6 -6 -19 180 210 230
-6 -6 19 180 210 230
-6 -6 20 180 210 230
-6 -6 21 180 210 230
-5 -15 -3 190 210 80
-5 -15 -2 190 210 80
-5 -15 -1 190 210 80
-5 -14 -4 190 210 80
-5 -14 -3 190 210 80
-5 -14 -2 190 210 80
-5 -14 -1 190 210 80
-5 -14 0 190 210 80
-5 -13 -13 200 30 30
-5 -13 -12 200 30 30
-5 -13 -11 200 30 30
-5 -13 -5 180 210 230
-5 -13 -4 190 210 80
-5 -13 -3 230 230 150
-5 -13 -2 230 230 150
-5 -13 -1 230 230 150
-5 -13 0 190 210 80
-5 -13 1 180 210 230
-5 -13 2 180 210 230
-5 -13 3 180 210 230
-5 -13 4 180 210 230
-5 -13 5 180 210 230
-5 -12 -14 200 30 30
-5 -12 -13 180 10 10
-5 -12 -12 120 70 40
-5 -12 -11 180 10 10
-5 -12 -10 200 30 30
-5 -12 -7 180 210 230
-5 -12 -6 180 210 230
-5 -12 -5 190 210 80
-5 -12 -4 190 210 80
-5 -12 -3 230 230 150
-5 -12 -2 230 230 150
-5 -12 -1 230 230 150
-5 -12 0 190 210 80
-5 -12 1 190 210 80
-5 -12 4 180 210 230
-5 -12 5 180 210 230
-5 -12 6 180 210 230
-5 -12 7 180 210 230
-5 -11 -14 200 30 30
-5 -11 -13 120 70 40
-5 -11 -12 120 70 40
-5 -11 -11 120 70 40
-5 -11 -10 200 30 30
-5 -11 -9 180 210 230
-5 -11 -8 180 210 230
-5 -11 -7 180 210 230
-5 -11 -4 190 210 80
-5 -11 -3 230 230 150
-5 -11 -2 230 230 150
-5 -11 -1 230 230 150
-5 -11 0 190 210 80
-5 -11 7 180 210 230
-5 -11 8 180 210 230
-5 -11 9 180 210 230
-5 -11 10 180 210 230
-5 -10 -14 200 30 30
-5 -10 -13 180 10 10
-5 -10 -12 120 70 40
-5 -10 -11 180 10 10
-5 -10 -10 200 30 30
-5 -10 -4 190 210 80
-5 -10 -3 190 210 80
-5 -10 -2 190 210 80
-5 -10 -1 190 210 80
-5 -10 0 190 210 80
-5 -10 10 180 210 230
-5 -10 11 180 210 230
-5 -10 12 180 210 230
-5 -9 -14 180 210 230
-5 -9 -13 200 30 30
-5 -9 -12 200 30 30
-5 -9 -11 200 30 30
-5 -9 -3 190 210 80
-5 -9 -2 190 210 80
-5 -9 -1 190 210 80
-5 -9 12 180 210 230
-5 -9 13 180 210 230
-5 -9 14 180 210 230
-5 -8 -17 180 210 230
-5 -8 -16 180 210 230
-5 -8 -15 180 210 230
-5 -8 -14 180 210 230
-5 -8 -12 80 50 20
-5 -8 14 180 210 230
-5 -8 15 180 210 230
-5 -8 16 180 210 230
-5 -8 17 180 210 230
-5 -7 -19 180 210 230
-5 -7 -18 180 210 230
-5 -7 -17 180 210 230
-5 -7 -12 80 50 20
-5 -7 17 180 210 230
-5 -7 18 180 210 230
-5 -7 19 180 210 230
-5 -6 -21 180 210 230
-5 -6 -20 180 210 230
-5 -6 -19 180 210 230
-5 -6 -12 80 50 20
-5 -6 19 180 210 230
-5 -6 20 180 210 230
-5 -6 21 180 210 230
-4 -14 -3 180 210 230
-4 -14 -2 180 210 230
-4 -14 -1 180 210 230
-4 -14 0 180 210 230
-4 -14 1 180 210 230
-4 -14 2 180 210 230
-4 -14 3 180 210 230
-4 -13 -13 200 30 30
-4 -13 -12 200 30 30
-4 -13 -11 200 30 30
-4 -13 -5 180 210 230
-4 -13 -4 180 210 230
-4 -13 -3 180 210 230
-4 -13 -2 180 210 230
-4 -13 2 180 210 230
-4 -13 3 180 210 230
-4 -13 4 180 210 230
-4 -13 5 180 210 230
-4 -12 -14 200 30 30
-4 -12 -13 180 10 10
-4 -12 -12 180 10 10
-4 -12 -11 180 10 10
-4 -12 -10 200 30 30
-4 -12 -8 180 210 230
-4 -12 -7 180 210 230
-4 -12 -6 180 210 230
-4 -12 -5 180 210 230
-4 -12 -2 190 210 80
-4 -12 5 180 210 230
-4 -12 6 180 210 230
-4 -12 7 180 210 230
-4 -12 8 180 210 230
-4 -11 -14 200 30 30
-4 -11 -13 180 10 10
-4 -11 -12 120 70 40
-4 -11 -11 180 10 10
-4 -11 -10 200 30 30
-4 -11 -9 180 210 230
-4 -11 -8 180 210 230
-4 -11 8 180 210 230
-4 -11 9 180 210 230
-4 -11 10 180 210 230
-4 -10 -14 200 30 30
-4 -10 -13 180 10 10
-4 -10 -12 180 10 10
-4 -10 -11 180 10 10
-4 -10 -10 200 30 30
-4 -10 10 180 210 230
-4 -10 11 180 210 230
-4 -10 12 180 210 230
-4 -9 -15 180 210 230
-4 -9 -14 180 210 230
-4 -9 -13 200 30 30
-4 -9 -12 200 30 30
-4 -9 -11 200 30 30
-4 -9 12 180 210 230
-4 -9 13 180 210 230
-4 -9 14 180 210 230
-4 -9 15 180 210 230
-4 -8 -17 180 210 230
-4 -8 -16 180 210 230
-4 -8 -15 180 210 230
-4 -8 15 180 210 230
-4 -8 16 180 210 230
-4 -8 17 180 210 230
-4 -7 -19 180 210 230
-4 -7 -18 180 210 230
-4 -7 -17 180 210 230
-4 -7 17 180 210 230
-4 -7 18 180 210 230
-4 -7 19 180 210 230
-4 -6 -21 180 210 230
-4 -6 -20 180 210 230
-4 -6 -19 180 210 230
-4 -6 19 180 210 230
-4 -6 20 180 210 230
-4 -6 21 180 210 230
-3 -14 -4 180 210 230
-3 -14 -3 180 210 230
-3 -14 -2 180 210 230
-3 -14 -1 180 210 230
-3 -14 0 180 210 230
-3 -14 1 180 210 230
-3 -14 2 180 210 230
-3 -14 3 180 210 230
-3 -14 4 180 210 230
-3 -13 -6 180 210 230
-3 -13 -5 180 210 230
-3 -13 -4 180 210 230
-3 -13 -3 180 210 230
-3 -13 3 180 210 230
-3 -13 4 180 210 230
-3 -13 5 180 210 230
-3 -13 6 180 210 230
-3 -12 -13 200 30 30
-3 -12 -12 200 30 30
-3 -12 -11 200 30 30
-3 -12 -8 180 210 230
-3 -12 -7 180 210 230
-3 -12 -6 180 210 230
-3 -12 6 180 210 230
-3 -12 7 180 210 230
-3 -12 8 180 210 230
-3 -11 -13 200 30 30
-3 -11 -12 200 30 30
-3 -11 -11 200 30 30
-3 -11 -10 180 210 230
-3 -11 -9 180 210 230
-3 -11 -8 180 210 230
-3 -11 8 180 210 230
-3 -11 9 180 210 230
-3 -11 10 180 210 230
-3 -10 -13 200 30 30
-3 -10 -12 200 30 30
-3 -10 -11 200 30 30
-3 -10 11 180 210 230
-3 -10 12 180 210 230
-3 -10 13 180 210 230
-3 -9 -15 180 210 230
-3 -9 -14 180 210 230
-3 -9 -13 180 210 230
-3 -9 13 180 210 230
-3 -9 14 180 210 230
-3 -9 15 180 210 230
-3 -8 -17 180 210 230
-3 -8 -16 180 210 230
-3 -8 -15 180 210 230
-3 -8 15 180 210 230
-3 -8 16 180 210 230
-3 -8 17 180 210 230
-3 -7 -19 180 210 230
-3 -7 -18 180 210 230
-3 -7 -17 180 210 230
-3 -7 17 180 210 230
-3 -7 18 180 210 230
-3 -7 19 180 210 230
-3 -6 -21 180 210 230
-3 -6 -20 180 210 230
-3 -6 -19 180 210 230
-3 -6 19 180 210 230
-3 -6 20 180 210 230
-3 -6 21 180 210 230
-2 -14 -4 180 210 230
-2 -14 -3 180 210 230
-2 -14 -2 180 210 230
-2 -14 -1 180 210 230
-2 -14 1 180 210 230
-2 -14 2 180 210 230
-2 -14 3 180 210 230
-2 -14 4 180 210 230
-2 -13 -6 180 210 230
-2 -13 -5 180 210 230
-2 -13 -4 180 210 230
-2 -13 4 180 210 230
-2 -13 5 180 210 230
-2 -13 6 180 210 230
-2 -12 -9 180 210 230
-2 -12 -8 180 210 230
-2 -12 -7 180 210 230
-2 -12 -6 180 210 230
-2 -12 6 180 210 230
-2 -12 7 180 210 230
-2 -12 8 180 210 230
-2 -12 9 180 210 230
-2 -11 -11 180 210 230
-2 -11 -10 180 210 230
-2 -11 -9 180 210 230
-2 -11 9 180 210 230
-2 -11 10 180 210 230
-2 -11 11 180 210 230
-2 -10 -13 180 210 230
-2 -10 -12 180 210 230
-2 -10 -11 180 210 230
-2 -10 11 180 210 230
-2 -10 12 180 210 230
-2 -10 13 180 210 230
-2 -9 -15 180 210 230
-2 -9 -14 180 210 230
-2 -9 -13 180 210 230
-2 -9 13 180 210 230
-2 -9 14 180 210 230
-2 -9 15 180 210 230
-2 -8 -17 180 210 230
-2 -8 -16 180 210 230
-2 -8 -15 180 210 230
-2 -8 15 180 210 230
-2 -8 16 180 210 230
-2 -8 17 180 210 230
-2 -7 -19 180 210 230
-2 -7 -18 180 210 230
-2 -7 -17 180 210 230
-2 -7 17 180 210 230
-2 -7 18 180 210 230
-2 -7 19 180 210 230
-2 -6 -21 180 210 230
-2 -6 -20 180 210 230
-2 -6 -19 180 210 230
-2 -6 19 180 210 230
-2 -6 20 180 210 230
-2 -6 21 180 210 230
-1 -14 -4 180 210 230
-1 -14 -3 180 210 230
-1 -14 -2 180 210 230
-1 -14 2 180 210 230
-1 -14 3 180 210 230
-1 -14 4 180 210 230
-1 -13 -7 180 210 230
-1 -13 -6 180 210 230
-1 -13 -5 180 210 230
-1 -13 5 180 210 230
-1 -13 6 180 210 230
-1 -13 7 180 210 230
-1 -12 -9 180 210 230
-1 -12 -8 180 210 230
-1 -12 -7 180 210 230
-1 -12 7 180 210 230
-1 -12 8 180 210 230
-1 -12 9 180 210 230
-1 -11 -11 180 210 230
-1 -11 -10 180 210 230
-1 -11 -9 180 210 230
-1 -11 9 180 210 230
-1 -11 10 180 210 230
-1 -11 11 180 210 230
-1 -10 -13 180 210 230
-1 -10 -12 180 210 230
-1 -10 -11 180 210 230
-1 -10 11 180 210 230
-1 -10 12 180 210 230
-1 -10 13 180 210 230
-1 -9 -15 180 210 230
-1 -9 -14 180 210 230
-1 -9 -13 180 210 230
-1 -9 13 180 210 230
-1 -9 14 180 210 230
-1 -9 15 180 210 230
-1 -8 -17 180 210 230
-1 -8 -16 180 210 230
-1 -8 -15 180 210 230
-1 -8 15 180 210 230
-1 -8 16 180 210 230
-1 -8 17 180 210 230
-1 -7 -19 180 210 230
-1 -7 -18 180 210 230
-1 -7 -17 180 210 230
-1 -7 17 180 210 230
-1 -7 18 180 210 230
-1 -7 19 180 210 230
-1 -6 -21 180 210 230
-1 -6 -20 180 210 230
-1 -6 -19 180 210 230
-1 -6 19 180 210 230
-1 -6 20 180 210 230
-1 -6 21 180 210 230
0 -14 -5 180 210 230
0 -14 -4 180 210 230
0 -14 -3 180 210 230
0 -14 3 180 210 230
0 -14 4 180 210 230
0 -14 5 180 210 230
0 -13 -7 180 210 230
0 -13 -6 180 210 230
0 -13 -5 180 210 230
0 -13 5 180 210 230
0 -13 6 180 210 230
0 -13 7 180 210 230
0 -12 -9 180 210 230
0 -12 -8 180 210 230
0 -12 -7 180 210 230
0 -12 7 180 210 230
0 -12 8 180 210 230
0 -12 9 180 210 230
0 -11 -11 180 210 230
0 -11 -10 180 210 230
0 -11 -9 180 210 230
0 -11 9 180 210 230
0 -11 10 180 210 230
0 -11 11 180 210 230
0 -10 -13 180 210 230
0 -10 -12 180 210 230
0 -10 -11 180 210 230
0 -10 11 180 210 230
0 -10 12 180 210 230
0 -10 13 180 210 230
0 -9 -15 180 210 230
0 -9 -14 180 210 230
0 -9 -13 180 210 230
0 -9 13 180 210 230
0 -9 14 180 210 230
0 -9 15 180 210 230
0 -8 -17 180 210 230
0 -8 -16 180 210 230
0 -8 -15 180 210 230
0 -8 15 180 210 230
0 -8 16 180 210 230
0 -8 17 180 210 230
0 -7 -19 180 210 230
0 -7 -18 180 210 230
0 -7 -17 180 210 230
0 -7 17 180 210 230
0 -7 18 180 210 230
0 -7 19 180 210 230
0 -6 -22 180 210 230
0 -6 -21 180 210 230
0 -6 -20 180 210 230
0 -6 20 180 210 230
0 -6 21 180 210 230
0 -6 22 180 210 230
1 -14 -4 180 210 230
1 -14 -3 180 210 230
1 -14 -2 180 210 230
1 -14 2 180 210 230
1 -14 3 180 210 230
1 -14 4 180 210 230
1 -13 -7 180 210 230
1 -13 -6 180 210 230
1 -13 -5 180 210 230
1 -13 5 180 210 230
1 -13 6 180 210 230
1 -13 7 180 210 230
1 -12 -9 180 210 230
1 -12 -8 180 210 230
1 -12 -7 180 210 230
1 -12 5 240 230 50
1 -12 7 180 210 230
1 -12 8 180 210 230
1 -12 9 180 210 230
1 -11 -11 180 210 230
1 -11 -10 180 210 230
1 -11 -9 180 210 230
1 -11 9 180 210 230
1 -11 10 180 210 230
1 -11 11 180 210 230
1 -10 -13 180 210 230
1 -10 -12 180 210 230
1 -10 -11 180 210 230
1 -10 11 180 210 230
1 -10 12 180 210 230
1 -10 13 180 210 230
1 -9 -15 180 210 230
1 -9 -14 180 210 230
1 -9 -13 180 210 230
1 -9 13 180 210 230
1 -9 14 180 210 230
1 -9 15 180 210 230
1 -8 -17 180 210 230
1 -8 -16 180 210 230
1 -8 -15 180 210 230
1 -8 15 180 210 230
1 -8 16 180 210 230
1 -8 17 180 210 230
1 -7 -19 180 210 230
1 -7 -18 180 210 230
1 -7 -17 180 210 230
1 -7 17 180 210 230
1 -7 18 180 210 230
1 -7 19 180 210 230
1 -6 -21 180 210 230
1 -6 -20 180 210 230
1 -6 -19 180 210 230
1 -6 19 180 210 230
1 -6 20 180 210 230
1 -6 21 180 210 230
2 -15 5 240 230 50
2 -15 6 240 230 50
2 -14 -4 180 210 230
2 -14 -3 180 210 230
2 -14 -2 180 210 230
2 -14 -1 180 210 230
2 -14 1 180 210 230
2 -14 2 180 210 230
2 -14 3 180 210 230
2 -14 4 240 230 50
2 -14 5 240 230 50
2 -14 6 240 230 50
2 -14 7 240 230 50
2 -13 -6 180 210 230
2 -13 -5 180 210 230
2 -13 -4 180 210 230
2 -13 3 240 230 50
2 -13 4 240 230 50
2 -13 5 255 245 200
2 -13 6 240 230 50
2 -13 7 240 230 50
2 -12 -9 180 210 230
2 -12 -8 180 210 230
2 -12 -7 180 210 230
2 -12 -6 180 210 230
2 -12 3 240 230 50
2 -12 4 240 230 50
2 -12 5 255 245 200
2 -12 6 240 230 50
2 -12 7 240 230 50
2 -12 8 180 210 230
2 -12 9 180 210 230
2 -11 -11 180 210 230
2 -11 -10 180 210 230
2 -11 -9 180 210 230
2 -11 3 240 230 50
2 -11 4 240 230 50
2 -11 5 255 245 200
2 -11 6 240 230 50
2 -11 7 240 230 50
2 -11 9 180 210 230
2 -11 10 180 210 230
2 -11 11 180 210 230
2 -10 -13 180 210 230
2 -10 -12 180 210 230
2 -10 -11 180 210 230
2 -10 4 240 230 50
2 -10 5 240 230 50
2 -10 6 240 230 50
2 -10 7 240 230 50
2 -10 11 180 210 230
2 -10 12 180 210 230
2 -10 13 180 210 230
2 -9 -15 180 210 230
2 -9 -14 180 210 230
2 -9 -13 180 210 230
2 -9 5 240 230 50
2 -9 6 240 230 50
2 -9 13 180 210 230
2 -9 14 180 210 230
2 -9 15 180 210 230
2 -8 -17 180 210 230
2 -8 -16 180 210 230
2 -8 -15 180 210 230
2 -8 15 180 210 230
2 -8 16 180 210 230
2 -8 17 180 210 230
2 -7 -19 180 210 230
2 -7 -18 180 210 230
2 -7 -17 180 210 230
2 -7 17 180 210 230
2 -7 18 180 210 230
2 -7 19 180 210 230
2 -6 -21 180 210 230
2 -6 -20 180 210 230
2 -6 -19 180 210 230
2 -6 19 180 210 230
2 -6 20 180 210 230
2 -6 21 180 210 230
3 -15 4 240 230 50
3 -15 5 240 230 50
3 -15 6 240 230 50
3 -15 7 240 230 50
3 -14 -4 180 210 230
3 -14 -3 180 210 230
3 -14 -2 180 210 230
3 -14 -1 180 210 230
3 -14 0 180 210 230
3 -14 1 180 210 230
3 -14 2 180 210 230
3 -14 3 240 230 50
3 -14 4 240 230 50
3 -14 5 255 245 200
3 -14 6 255 245 200
3 -14 7 240 230 50
3 -13 -6 180 210 230
3 -13 -5 180 210 230
3 -13 -4 180 210 230
3 -13 -3 180 210 230
3 -13 3 240 230 50
3 -13 4 255 245 200
3 -13 5 180 160 100
3 -13 6 255 245 200
3 -13 7 240 230 50
3 -12 -8 180 210 230
3 -12 -7 180 210 230
3 -12 -6 180 210 230
3 -12 2 240 230 50
3 -12 3 240 230 50
3 -12 4 255 245 200
3 -12 5 180 160 100
3 -12 6 255 245 200
3 -12 7 240 230 50
3 -12 8 240 230 50
3 -11 -10 180 210 230
3 -11 -9 180 210 230
3 -11 -8 180 210 230
3 -11 3 240 230 50
3 -11 4 255 245 200
3 -11 5 180 160 100
3 -11 6 255 245 200
3 -11 7 240 230 50
3 -11 8 180 210 230
3 -11 9 180 210 230
3 -11 10 180 210 230
3 -10 -13 180 210 230
3 -10 -12 180 210 230
3 -10 -11 180 210 230
3 -10 3 240 230 50
3 -10 4 240 230 50
3 -10 5 255 245 200
3 -10 6 255 245 200
3 -10 7 240 230 50
3 -10 11 180 210 230
3 -10 12 180 210 230
3 -10 13 180 210 230
3 -9 -15 180 210 230
3 -9 -14 180 210 230
3 -9 -13 180 210 230
3 -9 4 240 230 50
3 -9 5 240 230 50
3 -9 6 240 230 50
3 -9 7 240 230 50
3 -9 13 180 210 230
3 -9 14 180 210 230
3 -9 15 180 210 230
3 -8 -17 180 210 230
3 -8 -16 180 210 230
3 -8 -15 180 210 230
3 -8 15 180 210 230
3 -8 16 180 210 230
3 -8 17 180 210 230
3 -7 -19 180 210 230
3 -7 -18 180 210 230
3 -7 -17 180 210 230
3 -7 17 180 210 230
3 -7 18 180 210 230
3 -7 19 180 210 230
3 -6 -21 180 210 230
3 -6 -20 180 210 230
3 -6 -19 180 210 230
3 -6 19 180 210 230
3 -6 20 180 210 230
3 -6 21 180 210 230
4 -15 5 240 230 50
4 -15 6 240 230 50
4 -14 -3 180 210 230
4 -14 -2 180 210 230
4 -14 -1 180 210 230
4 -14 0 180 210 230
4 -14 1 180 210 230
4 -14 2 180 210 230
4 -14 3 180 210 230
4 -14 4 240 230 50
4 -14 5 240 230 50
4 -14 6 240 230 50
4 -14 7 240 230 50
4 -13 -5 180 210 230
4 -13 -4 180 210 230
4 -13 -3 180 210 230
4 -13 -2 180 210 230
4 -13 2 180 210 230
4 -13 3 240 230 50
4 -13 4 240 230 50
4 -13 5 255 245 200
4 -13 6 240 230 50
4 -13 7 240 230 50
4 -12 -8 180 210 230
4 -12 -7 180 210 230
4 -12 -6 180 210 230
4 -12 -5 180 210 230
4 -12 3 240 230 50
4 -12 4 240 230 50
4 -12 5 255 245 200
4 -12 6 240 230 50
4 -12 7 240 230 50
4 -12 8 180 210 230
4 -11 -10 180 210 230
4 -11 -9 180 210 230
4 -11 -8 180 210 230
4 -11 3 240 230 50
4 -11 4 240 230 50
4 -11 5 255 245 200
4 -11 6 240 230 50
4 -11 7 240 230 50
4 -11 8 180 210 230
4 -11 9 180 210 230
4 -11 10 180 210 230
4 -10 -12 180 210 230
4 -10 -11 180 210 230
4 -10 -10 180 210 230
4 -10 4 240 230 50
4 -10 5 240 230 50
4 -10 6 240 230 50
4 -10 7 240 230 50
4 -10 10 180 210 230
4 -10 11 180 210 230
4 -10 12 180 210 230
4 -9 -15 180 210 230
4 -9 -14 180 210 230
4 -9 -13 180 210 230
4 -9 -12 180 210 230
4 -9 5 240 230 50
4 -9 6 240 230 50
4 -9 12 180 210 230
4 -9 13 180 210 230
4 -9 14 180 210 230
4 -9 15 180 210 230
4 -8 -17 180 210 230
4 -8 -16 180 210 230
4 -8 -15 180 210 230
4 -8 15 180 210 230
4 -8 16 180 210 230
4 -8 17 180 210 230
4 -7 -19 180 210 230
4 -7 -18 180 210 230
4 -7 -17 180 210 230
4 -7 17 180 210 230
4 -7 18 180 210 230
4 -7 19 180 210 230
4 -6 -21 180 210 230
4 -6 -20 180 210 230
4 -6 -19 180 210 230
4 -6 19 180 210 230
4 -6 20 180 210 230
4 -6 21 180 210 230
5 -14 0 180 210 230
5 -13 -5 180 210 230
5 -13 -4 180 210 230
5 -13 -3 180 210 230
5 -13 -2 180 210 230
5 -13 -1 180 210 230
5 -13 0 180 210 230
5 -13 1 180 210 230
5 -13 2 180 210 230
5 -13 3 180 210 230
5 -13 4 180 210 230
5 -13 5 180 210 230
5 -12 -7 180 210 230
5 -12 -6 180 210 230
5 -12 -5 180 210 230
5 -12 -4 180 210 230
5 -12 4 180 210 230
5 -12 5 240 230 50
5 -12 6 180 210 230
5 -12 7 180 210 230
5 -11 -10 180 210 230
5 -11 -9 180 210 230
5 -11 -8 180 210 230
5 -11 -7 180 210 230
5 -11 7 180 210 230
5 -11 8 180 210 230
5 -11 9 180 210 230
5 -11 10 180 210 230
5 -10 -12 180 210 230
5 -10 -11 180 210 230
5 -10 -10 180 210 230
5 -10 10 180 210 230
5 -10 11 180 210 230
5 -10 12 180 210 230
5 -9 -14 180 210 230
5 -9 -13 180 210 230
5 -9 -12 180 210 230
5 -9 12 180 210 230
5 -9 13 180 210 230
5 -9 14 180 210 230
5 -8 -17 180 210 230
5 -8 -16 180 210 230
5 -8 -15 180 210 230
5 -8 -14 180 210 230
5 -8 14 180 210 230
5 -8 15 180 210 230
5 -8 16 180 210 230
5 -8 17 180 210 230
5 -7 -19 180 210 230
5 -7 -18 180 210 230
5 -7 -17 180 210 230
5 -7 17 180 210 230
5 -7 18 180 210 230
5 -7 19 180 210 230
5 -6 -21 180 210 230
5 -6 -20 180 210 230
5 -6 -19 180 210 230
